Unique Key,Word/Phrase,Pinyin,Part of Speech,Meaning,Lesson,Shelley's Notes,Level,Characters Learned Before,Type,Book
女孩儿 (3.04),女孩儿,nǚháir,n.,girl,3.04,,,女、孩子,New Words Made Up of Characters Learned before,3
钱包 (3.12),钱包,qiánbāo,n.,"purse, wallet",3.12,,,钱、包,New Words Made Up of Characters Learned before,3
人名 (3.18),人名,rén míng,,name (of a person),3.18,,,人、名字,New Words Made Up of Characters Learned before,3
认 (3.20),认,rèn,v.,"to recognise, to identify",3.20,,,认识,New Words Made Up of Characters Learned before,3
上 (3.02),上,shàng,v.,"to go up, to ascend",3.02,,,上边,New Words Made Up of Characters Learned before,3
听说 (3.05),听说,tīngshuō,v.,"to hear about, to be told",3.05,,,听、说,New Words Made Up of Characters Learned before,3
外地 (3.18),外地,wàidì,n.,other places,3.18,,,外面、地方,New Words Made Up of Characters Learned before,3
鲜花 (3.04),鲜花,xiānhuā,n.,fresh flowers,3.04,,,新鲜、花,New Words Made Up of Characters Learned before,3
香瓜 (3.15),香瓜,xiāngguā,n.,casaba,3.15,,,香蕉、瓜,New Words Made Up of Characters Learned before,3
一般来说 (3.17),一般来说,yībānláishuō,,generally speaking,3.17,,,一般、来、说,New Words Made Up of Characters Learned before,3
以后 (3.07),以后,yǐhòu,n.,"after, later",3.07,,,以前、以后,New Words Made Up of Characters Learned before,3
音乐会 (3.06),音乐会,yīnyuèhuì,n.,concert,3.06,,,音乐、会议,New Words Made Up of Characters Learned before,3
有点儿 (3.05),有点儿,yǒudiǎnr,adv.,"a little, a bit",3.05,,,有、一点儿,New Words Made Up of Characters Learned before,3
早 (3.10),早,zǎo,adj.,early,3.10,,,早上,New Words Made Up of Characters Learned before,3
怎么办 (3.07),怎么办,zěnmebàn,,(used to ask for a solution) what to do,3.07,,,怎么、办公室,New Words Made Up of Characters Learned before,3
照 (3.04),照,zhào,v.,to photograph,3.04,,,照片,New Words Made Up of Characters Learned before,3
中秋节 (3.15),中秋节,zhōngqiūjié,n.,Mid-Autumn Festival,3.15,,,中间、秋天、节日,New Words Made Up of Characters Learned before,3
